match_id,league_id,hometeam_id,awayteam_id,hometeam_score,awayteam_score,date,match_location
472,2,25,37,4,1,2026/06/28,Celta Vigo Stadium
473,2,25,38,1,3,2026/06/29,Celta Vigo Stadium
474,2,25,39,0,1,2026/06/30,Celta Vigo Stadium
475,2,25,40,4,5,2026/07/01,Celta Vigo Stadium
476,2,26,21,1,4,2026/07/02,Espanyol Barcelona Stadium
477,2,26,22,3,1,2026/07/03,Espanyol Barcelona Stadium
478,2,26,23,3,3,2026/07/04,Espanyol Barcelona Stadium
479,2,26,24,3,1,2026/07/05,Espanyol Barcelona Stadium
480,2,26,25,0,1,2026/07/06,Espanyol Barcelona Stadium
481,2,26,27,4,4,2026/07/07,Espanyol Barcelona Stadium
482,2,26,28,3,3,2026/07/08,Espanyol Barcelona Stadium
483,2,26,29,5,0,2026/07/09,Espanyol Barcelona Stadium
484,2,26,30,4,0,2026/07/10,Espanyol Barcelona Stadium
485,2,26,31,5,2,2026/07/11,Espanyol Barcelona Stadium
486,2,26,32,5,4,2026/07/12,Espanyol Barcelona Stadium
487,2,26,33,2,0,2026/07/13,Espanyol Barcelona Stadium
488,2,26,34,5,1,2026/07/14,Espanyol Barcelona Stadium
489,2,26,35,0,0,2026/07/15,Espanyol Barcelona Stadium
490,2,26,36,5,1,2026/07/16,Espanyol Barcelona Stadium
491,2,26,37,2,2,2026/07/17,Espanyol Barcelona Stadium
492,2,26,38,0,2,2026/07/18,Espanyol Barcelona Stadium
493,2,26,39,2,0,2026/07/19,Espanyol Barcelona Stadium
494,2,26,40,4,3,2026/07/20,Espanyol Barcelona Stadium
495,2,27,21,0,4,2026/07/21,Getafe CF Stadium
496,2,27,22,3,3,2026/07/22,Getafe CF Stadium
497,2,27,23,4,5,2026/07/23,Getafe CF Stadium
498,2,27,24,5,4,2026/07/24,Getafe CF Stadium
499,2,27,25,5,1,2026/07/25,Getafe CF Stadium
500,2,27,26,4,2,2026/07/26,Getafe CF Stadium
501,2,27,28,3,2,2026/07/27,Getafe CF Stadium
502,2,27,29,3,4,2026/07/28,Getafe CF Stadium
503,2,27,30,0,2,2026/07/29,Getafe CF Stadium
504,2,27,31,5,5,2026/07/30,Getafe CF Stadium
505,2,27,32,1,2,2026/07/31,Getafe CF Stadium
506,2,27,33,3,1,2026/08/01,Getafe CF Stadium
507,2,27,34,5,5,2026/08/02,Getafe CF Stadium
508,2,27,35,4,5,2026/08/03,Getafe CF Stadium
509,2,27,36,3,4,2026/08/04,Getafe CF Stadium
510,2,27,37,1,5,2026/08/05,Getafe CF Stadium
511,2,27,38,3,0,2026/08/06,Getafe CF Stadium
512,2,27,39,4,4,2026/08/07,Getafe CF Stadium
513,2,27,40,3,0,2026/08/08,Getafe CF Stadium
514,2,28,21,4,5,2026/08/09,Girona FC Stadium
515,2,28,22,4,4,2026/08/10,Girona FC Stadium
516,2,28,23,3,2,2026/08/11,Girona FC Stadium
517,2,28,24,4,4,2026/08/12,Girona FC Stadium
518,2,28,25,3,1,2026/08/13,Girona FC Stadium
519,2,28,26,2,4,2026/08/14,Girona FC Stadium
520,2,28,27,3,0,2026/08/15,Girona FC Stadium
521,2,28,29,5,3,2026/08/16,Girona FC Stadium
522,2,28,30,3,3,2026/08/17,Girona FC Stadium
523,2,28,31,0,5,2026/08/18,Girona FC Stadium
524,2,28,32,1,5,2026/08/19,Girona FC Stadium
525,2,28,33,4,2,2026/08/20,Girona FC Stadium
526,2,28,34,1,3,2026/08/21,Girona FC Stadium
527,2,28,35,4,1,2026/08/22,Girona FC Stadium
528,2,28,36,1,3,2026/08/23,Girona FC Stadium
529,2,28,37,3,2,2026/08/24,Girona FC Stadium
530,2,28,38,5,0,2026/08/25,Girona FC Stadium
531,2,28,39,2,2,2026/08/26,Girona FC Stadium
532,2,28,40,4,2,2026/08/27,Girona FC Stadium
533,2,29,21,1,0,2026/08/28,UD Las Palmas Stadium
534,2,29,22,5,2,2026/08/29,UD Las Palmas Stadium
535,2,29,23,3,5,2026/08/30,UD Las Palmas Stadium
536,2,29,24,3,4,2026/08/31,UD Las Palmas Stadium
537,2,29,25,3,4,2026/09/01,UD Las Palmas Stadium
538,2,29,26,1,3,2026/09/02,UD Las Palmas Stadium
539,2,29,27,1,3,2026/09/03,UD Las Palmas Stadium
540,2,29,28,0,4,2026/09/04,UD Las Palmas Stadium
541,2,29,30,2,2,2026/09/05,UD Las Palmas Stadium
542,2,29,31,2,0,2026/09/06,UD Las Palmas Stadium
543,2,29,32,1,5,2026/09/07,UD Las Palmas Stadium
544,2,29,33,4,4,2026/09/08,UD Las Palmas Stadium
545,2,29,34,3,5,2026/09/09,UD Las Palmas Stadium
546,2,29,35,3,1,2026/09/10,UD Las Palmas Stadium
547,2,29,36,3,3,2026/09/11,UD Las Palmas Stadium
548,2,29,37,3,5,2026/09/12,UD Las Palmas Stadium
549,2,29,38,1,5,2026/09/13,UD Las Palmas Stadium
550,2,29,39,5,3,2026/09/14,UD Las Palmas Stadium
551,2,29,40,5,1,2026/09/15,UD Las Palmas Stadium
552,2,30,21,1,4,2026/09/16,CD Leganés Stadium
553,2,30,22,3,1,2026/09/17,CD Leganés Stadium
554,2,30,23,4,0,2026/09/18,CD Leganés Stadium
555,2,30,24,2,2,2026/09/19,CD Leganés Stadium
556,2,30,25,3,5,2026/09/20,CD Leganés Stadium
557,2,30,26,2,0,2026/09/21,CD Leganés Stadium
558,2,30,27,4,4,2026/09/22,CD Leganés Stadium
559,2,30,28,4,0,2026/09/23,CD Leganés Stadium
560,2,30,29,1,5,2026/09/24,CD Leganés Stadium
561,2,30,31,4,0,2026/09/25,CD Leganés Stadium
562,2,30,32,3,4,2026/09/26,CD Leganés Stadium
563,2,30,33,0,4,2026/09/27,CD Leganés Stadium
564,2,30,34,3,5,2026/09/28,CD Leganés Stadium
565,2,30,35,4,2,2026/09/29,CD Leganés Stadium
566,2,30,36,5,4,2026/09/30,CD Leganés Stadium
567,2,30,37,4,0,2026/10/01,CD Leganés Stadium
568,2,30,38,2,4,2026/10/02,CD Leganés Stadium
569,2,30,39,1,5,2026/10/03,CD Leganés Stadium
570,2,30,40,3,3,2026/10/04,CD Leganés Stadium
571,2,31,21,4,4,2026/10/05,RCD Mallorca Stadium
572,2,31,22,0,4,2026/10/06,RCD Mallorca Stadium
573,2,31,23,3,5,2026/10/07,RCD Mallorca Stadium
574,2,31,24,2,0,2026/10/08,RCD Mallorca Stadium
575,2,31,25,3,1,2026/10/09,RCD Mallorca Stadium
576,2,31,26,4,5,2026/10/10,RCD Mallorca Stadium
577,2,31,27,2,2,2026/10/11,RCD Mallorca Stadium
578,2,31,28,1,4,2026/10/12,RCD Mallorca Stadium
579,2,31,29,5,0,2026/10/13,RCD Mallorca Stadium
580,2,31,30,1,4,2026/10/14,RCD Mallorca Stadium
581,2,31,32,5,1,2026/10/15,RCD Mallorca Stadium
582,2,31,33,0,3,2026/10/16,RCD Mallorca Stadium
583,2,31,34,1,4,2026/10/17,RCD Mallorca Stadium
584,2,31,35,5,4,2026/10/18,RCD Mallorca Stadium
585,2,31,36,3,3,2026/10/19,RCD Mallorca Stadium
586,2,31,37,1,3,2026/10/20,RCD Mallorca Stadium
587,2,31,38,5,3,2026/10/21,RCD Mallorca Stadium
588,2,31,39,5,5,2026/10/22,RCD Mallorca Stadium
589,2,31,40,5,5,2026/10/23,RCD Mallorca Stadium
590,2,32,21,2,2,2026/10/24,CA Osasuna Stadium
591,2,32,22,3,2,2026/10/25,CA Osasuna Stadium
592,2,32,23,2,0,2026/10/26,CA Osasuna Stadium
593,2,32,24,5,2,2026/10/27,CA Osasuna Stadium
594,2,32,25,0,3,2026/10/28,CA Osasuna Stadium
595,2,32,26,2,0,2026/10/29,CA Osasuna Stadium
596,2,32,27,2,2,2026/10/30,CA Osasuna Stadium
597,2,32,28,1,5,2026/10/31,CA Osasuna Stadium
598,2,32,29,1,3,2026/11/01,CA Osasuna Stadium
599,2,32,30,2,1,2026/11/02,CA Osasuna Stadium
600,2,32,31,2,3,2026/11/03,CA Osasuna Stadium
601,2,32,33,0,1,2026/11/04,CA Osasuna Stadium
602,2,32,34,5,4,2026/11/05,CA Osasuna Stadium
603,2,32,35,1,4,2026/11/06,CA Osasuna Stadium
604,2,32,36,3,2,2026/11/07,CA Osasuna Stadium
605,2,32,37,2,0,2026/11/08,CA Osasuna Stadium
606,2,32,38,3,5,2026/11/09,CA Osasuna Stadium
607,2,32,39,0,1,2026/11/10,CA Osasuna Stadium
608,2,32,40,3,0,2026/11/11,CA Osasuna Stadium
609,2,33,21,3,5,2026/11/12,Rayo Vallecano Stadium
610,2,33,22,5,0,2026/11/13,Rayo Vallecano Stadium
611,2,33,23,0,4,2026/11/14,Rayo Vallecano Stadium
612,2,33,24,1,4,2026/11/15,Rayo Vallecano Stadium
613,2,33,25,2,2,2026/11/16,Rayo Vallecano Stadium
614,2,33,26,3,2,2026/11/17,Rayo Vallecano Stadium
615,2,33,27,5,4,2026/11/18,Rayo Vallecano Stadium
616,2,33,28,4,4,2026/11/19,Rayo Vallecano Stadium
617,2,33,29,5,1,2026/11/20,Rayo Vallecano Stadium
618,2,33,30,0,1,2026/11/21,Rayo Vallecano Stadium
619,2,33,31,5,3,2026/11/22,Rayo Vallecano Stadium
620,2,33,32,4,0,2026/11/23,Rayo Vallecano Stadium
621,2,33,34,3,4,2026/11/24,Rayo Vallecano Stadium
622,2,33,35,3,5,2026/11/25,Rayo Vallecano Stadium
623,2,33,36,5,3,2026/11/26,Rayo Vallecano Stadium
624,2,33,37,0,0,2026/11/27,Rayo Vallecano Stadium
625,2,33,38,0,0,2026/11/28,Rayo Vallecano Stadium
626,2,33,39,0,4,2026/11/29,Rayo Vallecano Stadium
627,2,33,40,4,4,2026/11/30,Rayo Vallecano Stadium
628,2,34,21,0,3,2026/12/01,Real Betis Stadium
629,2,34,22,2,3,2026/12/02,Real Betis Stadium
630,2,34,23,4,5,2026/12/03,Real Betis Stadium
631,2,34,24,2,1,2026/12/04,Real Betis Stadium
632,2,34,25,0,3,2026/12/05,Real Betis Stadium
633,2,34,26,3,4,2026/12/06,Real Betis Stadium
634,2,34,27,4,0,2026/12/07,Real Betis Stadium
635,2,34,28,5,4,2026/12/08,Real Betis Stadium
636,2,34,29,5,2,2026/12/09,Real Betis Stadium
637,2,34,30,4,3,2026/12/10,Real Betis Stadium
638,2,34,31,1,3,2026/12/11,Real Betis Stadium
639,2,34,32,4,2,2026/12/12,Real Betis Stadium
640,2,34,33,0,0,2026/12/13,Real Betis Stadium
641,2,34,35,2,1,2026/12/14,Real Betis Stadium
642,2,34,36,2,1,2026/12/15,Real Betis Stadium
643,2,34,37,0,1,2026/12/16,Real Betis Stadium
644,2,34,38,5,0,2026/12/17,Real Betis Stadium
645,2,34,39,5,4,2026/12/18,Real Betis Stadium
646,2,34,40,1,3,2026/12/19,Real Betis Stadium
647,2,35,21,2,3,2026/12/20,Real Madrid Stadium
648,2,35,22,1,5,2026/12/21,Real Madrid Stadium
649,2,35,23,5,1,2026/12/22,Real Madrid Stadium
650,2,35,24,1,3,2026/12/23,Real Madrid Stadium
651,2,35,25,2,4,2026/12/24,Real Madrid Stadium
652,2,35,26,0,3,2026/12/25,Real Madrid Stadium
653,2,35,27,1,0,2026/12/26,Real Madrid Stadium
654,2,35,28,4,1,2026/12/27,Real Madrid Stadium
655,2,35,29,0,3,2026/12/28,Real Madrid Stadium
656,2,35,30,0,5,2026/12/29,Real Madrid Stadium
657,2,35,31,0,3,2026/12/30,Real Madrid Stadium
658,2,35,32,4,4,2026/12/31,Real Madrid Stadium
659,2,35,33,5,1,2027/01/01,Real Madrid Stadium
660,2,35,34,5,3,2027/01/02,Real Madrid Stadium
661,2,35,36,3,1,2027/01/03,Real Madrid Stadium
662,2,35,37,2,5,2027/01/04,Real Madrid Stadium
663,2,35,38,0,3,2027/01/05,Real Madrid Stadium
664,2,35,39,5,1,2027/01/06,Real Madrid Stadium
665,2,35,40,2,2,2027/01/07,Real Madrid Stadium
666,2,36,21,5,4,2027/01/08,Real Sociedad Stadium
667,2,36,22,4,2,2027/01/09,Real Sociedad Stadium
668,2,36,23,0,4,2027/01/10,Real Sociedad Stadium
669,2,36,24,4,2,2027/01/11,Real Sociedad Stadium
670,2,36,25,2,2,2027/01/12,Real Sociedad Stadium
671,2,36,26,4,0,2027/01/13,Real Sociedad Stadium
672,2,36,27,2,0,2027/01/14,Real Sociedad Stadium
673,2,36,28,2,3,2027/01/15,Real Sociedad Stadium
674,2,36,29,5,4,2027/01/16,Real Sociedad Stadium
675,2,36,30,1,5,2027/01/17,Real Sociedad Stadium
676,2,36,31,1,3,2027/01/18,Real Sociedad Stadium
677,2,36,32,2,0,2027/01/19,Real Sociedad Stadium
678,2,36,33,1,4,2027/01/20,Real Sociedad Stadium
679,2,36,34,3,5,2027/01/21,Real Sociedad Stadium
680,2,36,35,1,5,2027/01/22,Real Sociedad Stadium
681,2,36,37,1,2,2027/01/23,Real Sociedad Stadium
682,2,36,38,2,5,2027/01/24,Real Sociedad Stadium
683,2,36,39,5,2,2027/01/25,Real Sociedad Stadium
684,2,36,40,2,2,2027/01/26,Real Sociedad Stadium
685,2,37,21,3,3,2027/01/27,Sevilla FC Stadium
686,2,37,22,5,3,2027/01/28,Sevilla FC Stadium
687,2,37,23,2,2,2027/01/29,Sevilla FC Stadium
688,2,37,24,5,3,2027/01/30,Sevilla FC Stadium
689,2,37,25,1,1,2027/01/31,Sevilla FC Stadium
690,2,37,26,5,5,2027/02/01,Sevilla FC Stadium
691,2,37,27,2,4,2027/02/02,Sevilla FC Stadium
692,2,37,28,4,5,2027/02/03,Sevilla FC Stadium
693,2,37,29,4,4,2027/02/04,Sevilla FC Stadium
694,2,37,30,2,2,2027/02/05,Sevilla FC Stadium
695,2,37,31,5,2,2027/02/06,Sevilla FC Stadium
696,2,37,32,1,4,2027/02/07,Sevilla FC Stadium
697,2,37,33,3,3,2027/02/08,Sevilla FC Stadium
698,2,37,34,3,1,2027/02/09,Sevilla FC Stadium
699,2,37,35,5,3,2027/02/10,Sevilla FC Stadium
700,2,37,36,0,5,2027/02/11,Sevilla FC Stadium
701,2,37,38,0,1,2027/02/12,Sevilla FC Stadium
702,2,37,39,5,0,2027/02/13,Sevilla FC Stadium
703,2,37,40,3,3,2027/02/14,Sevilla FC Stadium
704,2,38,21,4,3,2027/02/15,Valencia CF Stadium
705,2,38,22,2,0,2027/02/16,Valencia CF Stadium
706,2,38,23,4,3,2027/02/17,Valencia CF Stadium
707,2,38,24,1,0,2027/02/18,Valencia CF Stadium
708,2,38,25,0,3,2027/02/19,Valencia CF Stadium
709,2,38,26,3,0,2027/02/20,Valencia CF Stadium
710,2,38,27,0,5,2027/02/21,Valencia CF Stadium
711,2,38,28,2,4,2027/02/22,Valencia CF Stadium
712,2,38,29,1,3,2027/02/23,Valencia CF Stadium
713,2,38,30,3,1,2027/02/24,Valencia CF Stadium
714,2,38,31,2,1,2027/02/25,Valencia CF Stadium
715,2,38,32,1,4,2027/02/26,Valencia CF Stadium
716,2,38,33,0,0,2027/02/27,Valencia CF Stadium
717,2,38,34,3,1,2027/02/28,Valencia CF Stadium
718,2,38,35,0,5,2027/03/01,Valencia CF Stadium
719,2,38,36,5,5,2027/03/02,Valencia CF Stadium
720,2,38,37,2,1,2027/03/03,Valencia CF Stadium
721,2,38,39,0,0,2027/03/04,Valencia CF Stadium
722,2,38,40,0,1,2027/03/05,Valencia CF Stadium
723,2,39,21,1,0,2027/03/06,Real Valladolid Stadium
724,2,39,22,0,4,2027/03/07,Real Valladolid Stadium
725,2,39,23,1,5,2027/03/08,Real Valladolid Stadium
726,2,39,24,1,4,2027/03/09,Real Valladolid Stadium
727,2,39,25,2,4,2027/03/10,Real Valladolid Stadium
728,2,39,26,0,3,2027/03/11,Real Valladolid Stadium
729,2,39,27,1,3,2027/03/12,Real Valladolid Stadium
730,2,39,28,1,2,2027/03/13,Real Valladolid Stadium
731,2,39,29,0,2,2027/03/14,Real Valladolid Stadium
732,2,39,30,2,1,2027/03/15,Real Valladolid Stadium
733,2,39,31,2,5,2027/03/16,Real Valladolid Stadium
734,2,39,32,4,1,2027/03/17,Real Valladolid Stadium
735,2,39,33,0,2,2027/03/18,Real Valladolid Stadium
736,2,39,34,3,3,2027/03/19,Real Valladolid Stadium
737,2,39,35,2,5,2027/03/20,Real Valladolid Stadium
738,2,39,36,5,3,2027/03/21,Real Valladolid Stadium
739,2,39,37,0,0,2027/03/22,Real Valladolid Stadium
740,2,39,38,5,3,2027/03/23,Real Valladolid Stadium
741,2,39,40,0,1,2027/03/24,Real Valladolid Stadium
742,2,40,21,4,3,2027/03/25,Villarreal CF Stadium
743,2,40,22,0,0,2027/03/26,Villarreal CF Stadium
744,2,40,23,5,1,2027/03/27,Villarreal CF Stadium
745,2,40,24,5,3,2027/03/28,Villarreal CF Stadium
746,2,40,25,5,0,2027/03/29,Villarreal CF Stadium
747,2,40,26,1,3,2027/03/30,Villarreal CF Stadium
748,2,40,27,3,0,2027/03/31,Villarreal CF Stadium
749,2,40,28,4,1,2027/04/01,Villarreal CF Stadium
750,2,40,29,0,4,2027/04/02,Villarreal CF Stadium
751,2,40,30,2,4,2027/04/03,Villarreal CF Stadium
752,2,40,31,2,1,2027/04/04,Villarreal CF Stadium
753,2,40,32,2,5,2027/04/05,Villarreal CF Stadium
754,2,40,33,0,5,2027/04/06,Villarreal CF Stadium
755,2,40,34,0,1,2027/04/07,Villarreal CF Stadium
756,2,40,35,2,3,2027/04/08,Villarreal CF Stadium
757,2,40,36,4,4,2027/04/09,Villarreal CF Stadium
758,2,40,37,5,3,2027/04/10,Villarreal CF Stadium
759,2,40,38,1,5,2027/04/11,Villarreal CF Stadium
760,2,40,39,5,1,2027/04/12,Villarreal CF Stadium
761,3,41,42,1,2,2027/04/13,Bayer 04 Leverkusen Stadium
762,3,41,43,5,2,2027/04/14,Bayer 04 Leverkusen Stadium
763,3,41,44,1,3,2027/04/15,Bayer 04 Leverkusen Stadium
764,3,41,45,1,3,2027/04/16,Bayer 04 Leverkusen Stadium
765,3,41,46,3,1,2027/04/17,Bayer 04 Leverkusen Stadium
766,3,41,47,2,3,2027/04/18,Bayer 04 Leverkusen Stadium
767,3,41,48,2,1,2027/04/19,Bayer 04 Leverkusen Stadium
768,3,41,49,5,3,2027/04/20,Bayer 04 Leverkusen Stadium
769,3,41,50,3,1,2027/04/21,Bayer 04 Leverkusen Stadium
770,3,41,51,5,4,2027/04/22,Bayer 04 Leverkusen Stadium
771,3,41,52,4,5,2027/04/23,Bayer 04 Leverkusen Stadium
772,3,41,53,1,5,2027/04/24,Bayer 04 Leverkusen Stadium
773,3,41,54,4,4,2027/04/25,Bayer 04 Leverkusen Stadium
774,3,41,55,4,2,2027/04/26,Bayer 04 Leverkusen Stadium
775,3,41,56,2,3,2027/04/27,Bayer 04 Leverkusen Stadium
776,3,41,57,5,1,2027/04/28,Bayer 04 Leverkusen Stadium
777,3,42,41,1,0,2027/04/29,VfB Stuttgart Stadium
778,3,42,43,3,5,2027/04/30,VfB Stuttgart Stadium
779,3,42,44,5,4,2027/05/01,VfB Stuttgart Stadium
780,3,42,45,5,1,2027/05/02,VfB Stuttgart Stadium
781,3,42,46,5,2,2027/05/03,VfB Stuttgart Stadium
782,3,42,47,4,3,2027/05/04,VfB Stuttgart Stadium
783,3,42,48,1,4,2027/05/05,VfB Stuttgart Stadium
784,3,42,49,5,2,2027/05/06,VfB Stuttgart Stadium
785,3,42,50,4,5,2027/05/07,VfB Stuttgart Stadium
786,3,42,51,0,0,2027/05/08,VfB Stuttgart Stadium
787,3,42,52,1,2,2027/05/09,VfB Stuttgart Stadium
788,3,42,53,1,1,2027/05/10,VfB Stuttgart Stadium
789,3,42,54,1,0,2027/05/11,VfB Stuttgart Stadium
790,3,42,55,3,2,2027/05/12,VfB Stuttgart Stadium
791,3,42,56,2,3,2027/05/13,VfB Stuttgart Stadium
792,3,42,57,2,0,2027/05/14,VfB Stuttgart Stadium
793,3,43,41,2,1,2027/05/15,FC Bayern München Stadium
794,3,43,42,2,2,2027/05/16,FC Bayern München Stadium
795,3,43,44,2,4,2027/05/17,FC Bayern München Stadium
796,3,43,45,0,2,2027/05/18,FC Bayern München Stadium
797,3,43,46,3,0,2027/05/19,FC Bayern München Stadium
798,3,43,47,5,1,2027/05/20,FC Bayern München Stadium
799,3,43,48,5,0,2027/05/21,FC Bayern München Stadium
800,3,43,49,5,1,2027/05/22,FC Bayern München Stadium
801,3,43,50,4,0,2027/05/23,FC Bayern München Stadium
802,3,43,51,1,2,2027/05/24,FC Bayern München Stadium
803,3,43,52,0,0,2027/05/25,FC Bayern München Stadium
804,3,43,53,3,1,2027/05/26,FC Bayern München Stadium
805,3,43,54,0,0,2027/05/27,FC Bayern München Stadium
806,3,43,55,1,1,2027/05/28,FC Bayern München Stadium
807,3,43,56,3,4,2027/05/29,FC Bayern München Stadium
808,3,43,57,1,1,2027/05/30,FC Bayern München Stadium
809,3,44,41,0,0,2027/05/31,RB Leipzig Stadium
810,3,44,42,4,5,2027/06/01,RB Leipzig Stadium
811,3,44,43,4,2,2027/06/02,RB Leipzig Stadium
812,3,44,45,4,0,2027/06/03,RB Leipzig Stadium
813,3,44,46,5,0,2027/06/04,RB Leipzig Stadium
814,3,44,47,3,1,2027/06/05,RB Leipzig Stadium
815,3,44,48,5,0,2027/06/06,RB Leipzig Stadium
816,3,44,49,2,3,2027/06/07,RB Leipzig Stadium
817,3,44,50,0,0,2027/06/08,RB Leipzig Stadium
818,3,44,51,3,1,2027/06/09,RB Leipzig Stadium
819,3,44,52,0,2,2027/06/10,RB Leipzig Stadium
820,3,44,53,1,1,2027/06/11,RB Leipzig Stadium
821,3,44,54,5,2,2027/06/12,RB Leipzig Stadium
822,3,44,55,4,0,2027/06/13,RB Leipzig Stadium
823,3,44,56,1,3,2027/06/14,RB Leipzig Stadium
824,3,44,57,0,5,2027/06/15,RB Leipzig Stadium
825,3,45,41,1,3,2027/06/16,Borussia Dortmund Stadium
826,3,45,42,2,5,2027/06/17,Borussia Dortmund Stadium
827,3,45,43,4,0,2027/06/18,Borussia Dortmund Stadium
828,3,45,44,0,3,2027/06/19,Borussia Dortmund Stadium
829,3,45,46,4,2,2027/06/20,Borussia Dortmund Stadium
830,3,45,47,5,4,2027/06/21,Borussia Dortmund Stadium
831,3,45,48,5,3,2027/06/22,Borussia Dortmund Stadium
832,3,45,49,1,2,2027/06/23,Borussia Dortmund Stadium
833,3,45,50,5,3,2027/06/24,Borussia Dortmund Stadium
834,3,45,51,3,0,2027/06/25,Borussia Dortmund Stadium
835,3,45,52,4,2,2027/06/26,Borussia Dortmund Stadium
836,3,45,53,4,1,2027/06/27,Borussia Dortmund Stadium
837,3,45,54,2,4,2027/06/28,Borussia Dortmund Stadium
838,3,45,55,4,1,2027/06/29,Borussia Dortmund Stadium
839,3,45,56,1,4,2027/06/30,Borussia Dortmund Stadium
840,3,45,57,3,4,2027/07/01,Borussia Dortmund Stadium
841,3,46,41,5,4,2027/07/02,Eintracht Frankfurt Stadium
842,3,46,42,1,2,2027/07/03,Eintracht Frankfurt Stadium
843,3,46,43,2,3,2027/07/04,Eintracht Frankfurt Stadium
844,3,46,44,2,0,2027/07/05,Eintracht Frankfurt Stadium
845,3,46,45,1,5,2027/07/06,Eintracht Frankfurt Stadium
846,3,46,47,4,0,2027/07/07,Eintracht Frankfurt Stadium
847,3,46,48,5,0,2027/07/08,Eintracht Frankfurt Stadium
848,3,46,49,3,1,2027/07/09,Eintracht Frankfurt Stadium
849,3,46,50,3,1,2027/07/10,Eintracht Frankfurt Stadium
850,3,46,51,4,4,2027/07/11,Eintracht Frankfurt Stadium
851,3,46,52,0,4,2027/07/12,Eintracht Frankfurt Stadium
852,3,46,53,1,2,2027/07/13,Eintracht Frankfurt Stadium
853,3,46,54,0,4,2027/07/14,Eintracht Frankfurt Stadium
854,3,46,55,4,5,2027/07/15,Eintracht Frankfurt Stadium
855,3,46,56,1,1,2027/07/16,Eintracht Frankfurt Stadium
856,3,46,57,5,5,2027/07/17,Eintracht Frankfurt Stadium
857,3,47,41,4,2,2027/07/18,TSG Hoffenheim Stadium
858,3,47,42,4,3,2027/07/19,TSG Hoffenheim Stadium
859,3,47,43,2,1,2027/07/20,TSG Hoffenheim Stadium
860,3,47,44,5,1,2027/07/21,TSG Hoffenheim Stadium
861,3,47,45,5,2,2027/07/22,TSG Hoffenheim Stadium
862,3,47,46,0,2,2027/07/23,TSG Hoffenheim Stadium
863,3,47,48,4,4,2027/07/24,TSG Hoffenheim Stadium
864,3,47,49,1,3,2027/07/25,TSG Hoffenheim Stadium
865,3,47,50,2,3,2027/07/26,TSG Hoffenheim Stadium
866,3,47,51,4,0,2027/07/27,TSG Hoffenheim Stadium
867,3,47,52,3,0,2027/07/28,TSG Hoffenheim Stadium
868,3,47,53,2,1,2027/07/29,TSG Hoffenheim Stadium
869,3,47,54,1,2,2027/07/30,TSG Hoffenheim Stadium
870,3,47,55,4,0,2027/07/31,TSG Hoffenheim Stadium
871,3,47,56,5,1,2027/08/01,TSG Hoffenheim Stadium
872,3,47,57,2,1,2027/08/02,TSG Hoffenheim Stadium
873,3,48,41,2,0,2027/08/03,FC Heidenheim 1846 Stadium
874,3,48,42,2,1,2027/08/04,FC Heidenheim 1846 Stadium
875,3,48,43,0,1,2027/08/05,FC Heidenheim 1846 Stadium
876,3,48,44,3,2,2027/08/06,FC Heidenheim 1846 Stadium
877,3,48,45,0,0,2027/08/07,FC Heidenheim 1846 Stadium
878,3,48,46,3,2,2027/08/08,FC Heidenheim 1846 Stadium
879,3,48,47,2,3,2027/08/09,FC Heidenheim 1846 Stadium
880,3,48,49,2,0,2027/08/10,FC Heidenheim 1846 Stadium
881,3,48,50,1,1,2027/08/11,FC Heidenheim 1846 Stadium
882,3,48,51,0,2,2027/08/12,FC Heidenheim 1846 Stadium
883,3,48,52,1,0,2027/08/13,FC Heidenheim 1846 Stadium
884,3,48,53,3,4,2027/08/14,FC Heidenheim 1846 Stadium
885,3,48,54,3,1,2027/08/15,FC Heidenheim 1846 Stadium
886,3,48,55,1,2,2027/08/16,FC Heidenheim 1846 Stadium
887,3,48,56,1,4,2027/08/17,FC Heidenheim 1846 Stadium
888,3,48,57,5,5,2027/08/18,FC Heidenheim 1846 Stadium
889,3,49,41,0,3,2027/08/19,SV Werder Bremen Stadium
890,3,49,42,4,0,2027/08/20,SV Werder Bremen Stadium
891,3,49,43,4,0,2027/08/21,SV Werder Bremen Stadium
892,3,49,44,2,0,2027/08/22,SV Werder Bremen Stadium
893,3,49,45,2,3,2027/08/23,SV Werder Bremen Stadium
894,3,49,46,3,5,2027/08/24,SV Werder Bremen Stadium
895,3,49,47,3,3,2027/08/25,SV Werder Bremen Stadium
896,3,49,48,4,5,2027/08/26,SV Werder Bremen Stadium
897,3,49,50,0,0,2027/08/27,SV Werder Bremen Stadium
898,3,49,51,0,1,2027/08/28,SV Werder Bremen Stadium
899,3,49,52,0,0,2027/08/29,SV Werder Bremen Stadium
900,3,49,53,1,2,2027/08/30,SV Werder Bremen Stadium
901,3,49,54,5,2,2027/08/31,SV Werder Bremen Stadium
902,3,49,55,1,3,2027/09/01,SV Werder Bremen Stadium
903,3,49,56,3,5,2027/09/02,SV Werder Bremen Stadium
904,3,49,57,0,5,2027/09/03,SV Werder Bremen Stadium
905,3,50,41,1,5,2027/09/04,FC Augsburg Stadium
906,3,50,42,4,2,2027/09/05,FC Augsburg Stadium
907,3,50,43,1,1,2027/09/06,FC Augsburg Stadium
908,3,50,44,3,2,2027/09/07,FC Augsburg Stadium
909,3,50,45,5,2,2027/09/08,FC Augsburg Stadium
