match_id,player_id,goal,pass_acc,assist,playtime
24,405,1,92.08,1,90
13,439,1,85.81,1,90
32,197,3,76.71,0,90
23,273,0,64.73,1,90
31,184,2,99.55,1,90
35,341,0,91.18,1,90
1,395,1,84.99,1,90
11,172,1,74.63,2,90
13,346,3,89.88,2,90
37,253,1,77.81,0,90
40,270,0,76.1,1,90
34,435,0,68.47,1,90
20,366,0,84.48,2,90
12,454,3,64.14,0,90
21,261,2,70.57,1,90
13,452,2,60.52,1,90
6,21,1,83.88,2,90
25,182,2,91.33,0,90
16,395,2,80.16,2,90
15,385,1,85.41,0,90
16,255,0,77.53,1,90
29,231,1,91.53,2,90
37,213,3,64.02,2,90
28,45,1,60.31,1,90
33,153,2,67.88,1,90
38,249,0,95.17,0,90
11,445,2,93.18,2,90
20,462,0,89.96,1,90
6,232,2,78.32,0,90
27,25,0,89.65,0,90
8,308,1,88.86,1,90
30,448,1,75.04,0,90
10,400,2,65.45,2,90
8,356,2,70.6,1,90
33,460,2,80.45,1,90
5,207,3,63.27,1,90
20,168,2,66.19,0,90
2,103,1,87.63,1,90
19,48,1,99.09,1,90
34,238,0,61.86,1,90
30,231,1,99.25,1,90
12,52,2,75.83,2,90
20,237,3,93.42,2,90
29,214,1,66.59,1,90
7,8,3,72.21,2,90
1,66,0,94.54,0,90
38,525,2,80.9,1,90
5,425,0,65.15,0,90
25,398,3,79.51,1,90
12,147,2,99.37,2,90
40,62,2,70.67,2,90
8,411,1,98.83,1,90
4,5,0,93.77,0,90
29,340,3,85.36,0,90
38,25,0,99.76,0,90
19,310,2,72.24,0,90
36,447,1,70.48,0,90
1,479,3,91.57,0,90
30,144,2,63.83,1,90
15,250,1,82.14,2,90
24,74,3,73.51,1,90
3,237,2,84.81,1,90
40,181,1,74.01,1,90
23,58,1,77.87,0,90
35,144,3,64.99,2,90
40,272,3,75.11,1,90
5,447,1,91.01,2,90
18,481,0,94.24,0,90
37,292,0,60.58,1,90
26,342,3,68.26,2,90
19,33,1,78.38,2,90
11,3,3,93.28,1,90
13,406,3,68.45,1,90
23,31,2,93.59,1,90
3,433,0,77.83,2,90
37,405,0,62.06,0,90
21,58,0,64.32,0,90
5,67,2,73.1,0,90
16,46,0,84.55,0,90
23,83,3,99.34,0,90
14,280,2,88.94,2,90
33,480,1,87.9,0,90
39,339,0,88.27,2,90
28,16,0,65.53,1,90
28,172,2,90.77,1,90
11,403,1,79.96,0,90
30,269,1,68.67,1,90
5,384,0,60.27,0,90
34,419,3,75.62,2,90
9,502,2,89.15,0,90
16,69,2,85.09,0,90
34,351,1,91.51,2,90
27,362,0,71.72,2,90
32,200,2,81.83,2,90
19,378,2,98.35,2,90
38,165,3,89.44,1,90
9,99,2,72.54,1,90
33,448,2,77.06,1,90
34,453,0,95.53,2,90
22,236,3,97.24,1,90
22,272,2,92.75,1,90
30,451,2,94.2,0,90
37,64,1,64.36,1,90
27,389,0,82.24,0,90
30,74,1,65.95,0,90
7,294,3,64.58,2,90
3,31,2,66.03,2,90
26,152,0,75.42,0,90
10,368,1,86.43,2,90
32,394,0,99.82,1,90
17,211,1,81.44,1,90
34,353,3,84.93,1,90
26,425,2,93.43,0,90
17,283,3,70.9,1,90
5,257,1,77.79,1,90
28,343,3,82.66,2,90
24,308,3,65.46,0,90
25,386,0,72.97,2,90
38,161,0,82.23,2,90
14,231,0,60.52,1,90
1,419,1,97.92,1,90
39,343,1,68.52,0,90
11,363,0,97.5,0,90
13,157,1,66.76,0,90
20,443,0,62.19,2,90
20,231,2,65.96,2,90
27,431,2,67.49,2,90
30,474,2,95.15,2,90
16,284,0,85.99,2,90
1,120,0,94.61,2,90
1,361,0,88.39,2,90
1,274,1,82.43,2,90
19,138,2,84.19,1,90
24,306,3,97.44,2,90
3,232,2,89.7,2,90
40,267,3,86.13,2,90
36,412,3,84.61,1,90
13,323,3,96.9,1,90
15,490,3,94.16,0,90
23,456,0,89.52,0,90
17,71,3,63.86,2,90
16,323,2,72.59,0,90
20,474,2,80.93,0,90
27,129,3,76.37,1,90
37,375,0,93.1,1,90
13,136,2,76.42,0,90
40,471,0,91.15,2,90
28,281,3,70.11,2,90
28,238,1,94.1,0,90
3,200,2,75.55,2,90
1,12,1,89.65,0,90
11,256,3,98.49,1,90
4,126,2,61.95,0,90
22,217,0,73.21,1,90
2,24,3,71.53,1,90
4,73,2,85.54,0,90
31,465,1,67.15,2,90
19,233,1,89.77,1,90
4,247,0,69.45,0,90
9,188,2,69.37,1,90
30,19,2,75.5,0,90
21,135,0,95.35,1,90
13,161,2,73.28,2,90
20,150,2,84.93,2,90
18,488,3,86.96,2,90
20,423,0,79.37,0,90
24,249,3,60.92,1,90
2,478,2,84.8,2,90
14,375,3,65.49,1,90
2,268,3,93.91,0,90
7,116,3,61.12,2,90
2,396,2,72.13,0,90
2,352,2,82.87,1,90
12,186,2,67.4,2,90
9,226,1,89.81,2,90
2,126,3,86.41,2,90
38,34,1,93.78,2,90
25,306,0,86.7,1,90
28,197,0,88.82,2,90
2,191,1,96.64,2,90
15,336,0,92.03,0,90
4,447,3,69.76,2,90
4,126,1,69.35,1,90
36,359,3,98.77,2,90
27,512,1,96.67,2,90
22,142,3,76.42,1,90
10,267,1,80.61,2,90
25,220,1,80.84,1,90
25,88,0,99.19,0,90
27,403,0,60.32,1,90
4,467,2,69.02,2,90
33,10,0,98.63,0,90
1,499,3,95.47,0,90
7,514,2,73.54,0,90
12,114,1,78.56,2,90
39,470,0,67.05,1,90
22,247,1,97.58,2,90
24,209,3,61.16,2,90
22,473,3,80.76,1,90
20,196,1,93.17,1,90
17,441,2,95.18,2,90
25,7,1,89.26,2,90
10,52,3,99.25,1,90
18,483,3,91.11,0,90
29,376,1,66.73,1,90
3,77,2,91.2,2,90
31,431,1,83.1,1,90
11,204,3,65.61,0,90
4,315,0,92.91,1,90
1,302,0,95.2,2,90
23,99,3,88.07,0,90
17,327,2,83.59,1,90
20,467,2,87.95,2,90
33,408,2,89.38,1,90
35,14,1,96.53,2,90
4,400,1,82.68,2,90
18,387,1,60.24,2,90
20,244,1,64.21,0,90
13,375,2,62.0,1,90
34,426,3,96.31,1,90
2,232,2,74.13,1,90
4,166,1,85.67,1,90
27,45,2,95.57,0,90
40,195,1,83.68,1,90
11,34,2,75.02,2,90
19,64,3,91.08,2,90
28,411,2,98.14,1,90
38,268,2,72.05,1,90
39,138,3,75.31,2,90
34,14,3,74.87,2,90
12,463,1,76.44,1,90
7,503,1,95.64,2,90
26,408,3,72.09,0,90
25,15,2,67.05,1,90
8,379,3,98.95,0,90
24,122,2,78.44,2,90
24,403,0,82.99,1,90
12,521,2,79.9,1,90
33,203,0,66.81,1,90
16,365,1,60.68,1,90
20,93,0,66.46,1,90
27,279,0,80.83,1,90
39,364,1,83.87,0,90
33,219,1,89.75,0,90
13,25,3,86.14,2,90
31,52,3,63.98,0,90
23,475,3,91.17,2,90
27,321,1,65.22,1,90
7,420,2,66.51,2,90
38,329,3,69.81,0,90
7,145,3,86.32,1,90
8,75,3,85.75,1,90
24,265,1,83.78,0,90
14,108,3,66.01,1,90
14,71,1,64.13,1,90
35,207,2,74.8,1,90
17,68,1,78.06,1,90
34,364,3,61.47,1,90
38,480,1,84.96,2,90
16,487,0,66.96,0,90
12,388,0,60.44,0,90
12,1,3,67.93,0,90
28,469,1,84.52,2,90
24,335,2,80.63,1,90
13,124,2,78.25,1,90
4,15,3,65.66,0,90
3,113,0,76.51,0,90
10,474,0,60.82,2,90
38,475,3,78.46,0,90
21,304,1,80.78,1,90
17,122,3,60.37,1,90
28,81,0,87.19,0,90
16,184,2,66.71,0,90
7,325,1,86.91,2,90
37,278,1,83.21,0,90
10,81,0,62.69,1,90
21,144,2,62.59,0,90
8,261,1,64.66,0,90
15,167,1,88.63,1,90
13,461,1,75.5,2,90
11,458,0,64.73,1,90
28,11,2,68.82,1,90
11,241,1,69.71,0,90
9,483,1,73.14,0,90
28,469,1,93.79,1,90
34,444,2,82.82,0,90
16,231,1,83.68,0,90
31,240,1,80.42,1,90
39,180,0,99.84,0,90
3,48,0,99.18,0,90
7,261,1,62.7,1,90
28,5,1,71.85,2,90
37,326,0,90.62,2,90
37,483,1,62.56,1,90
13,151,3,76.7,1,90
9,91,1,61.63,1,90
33,154,1,87.99,1,90
21,488,2,89.13,1,90
13,369,1,80.2,2,90
1,93,1,61.74,1,90
12,433,0,87.9,1,90
33,386,1,86.52,1,90
16,188,3,77.75,2,90
17,77,1,77.31,1,90
17,382,1,87.12,1,90
36,183,0,93.78,2,90
18,444,2,99.8,2,90
4,466,0,84.82,0,90
7,223,1,63.96,0,90
24,190,0,96.22,2,90
6,30,1,76.63,2,90
27,383,1,90.91,1,90
23,465,2,71.84,0,90
33,77,1,60.09,2,90
16,393,3,64.34,1,90
1,302,1,64.6,2,90
19,55,2,91.75,2,90
28,399,3,65.38,2,90
30,361,3,85.5,1,90
39,285,1,60.1,0,90
1,193,0,84.16,1,90
14,376,3,82.48,1,90
8,61,3,78.37,1,90
28,71,1,81.0,0,90
17,462,3,64.13,1,90
37,85,2,90.79,0,90
22,390,3,89.82,2,90
7,491,3,77.09,0,90
33,285,2,82.94,2,90
3,217,0,90.63,2,90
14,194,1,73.5,2,90
33,284,3,78.99,0,90
32,43,2,73.85,2,90
26,190,3,79.0,1,90
5,428,1,95.88,1,90
11,278,2,92.6,0,90
34,80,2,72.83,1,90
1,286,1,81.96,1,90
31,115,3,98.81,1,90
15,165,0,74.22,2,90
7,64,2,84.65,2,90
19,182,0,95.9,2,90
28,290,1,82.79,1,90
38,423,0,83.95,1,90
37,59,3,68.76,0,90
33,418,0,81.94,2,90
3,73,3,69.59,0,90
1,312,0,73.32,1,90
25,16,2,94.43,1,90
10,246,0,77.42,1,90
22,222,1,68.47,1,90
4,85,0,78.95,0,90
5,476,1,91.52,0,90
38,454,1,94.37,0,90
36,223,3,96.48,1,90
7,257,2,69.79,1,90
16,23,1,76.83,1,90
12,203,1,73.12,2,90
30,453,2,75.39,2,90
40,527,2,86.77,0,90
31,484,2,79.97,0,90
4,13,2,60.18,0,90
11,206,3,80.75,2,90
18,516,2,67.39,2,90
13,95,2,83.93,2,90
8,420,3,64.57,0,90
27,186,0,66.91,1,90
3,180,3,72.97,2,90
13,494,0,87.19,2,90
7,508,0,85.29,2,90
27,377,1,94.81,2,90
3,468,3,86.38,0,90
27,56,2,76.27,0,90
28,28,0,94.72,1,90
27,200,1,77.15,0,90
2,236,3,65.05,2,90
24,265,1,98.28,0,90
25,445,3,75.11,2,90
2,406,3,90.38,1,90
35,464,1,68.88,1,90
26,352,2,98.49,0,90
34,195,2,68.85,0,90
19,328,2,68.6,1,90
21,246,3,83.83,2,90
17,172,3,93.95,2,90
10,520,3,66.78,0,90
33,84,1,79.04,2,90
1,506,2,63.67,0,90
34,222,1,84.87,2,90
9,185,1,98.43,1,90
23,219,3,74.1,1,90
27,18,2,99.96,2,90
14,145,3,60.97,2,90
13,25,0,78.9,0,90
17,497,0,60.45,0,90
30,218,1,91.69,2,90
11,511,3,91.11,0,90
24,49,1,66.68,0,90
23,248,0,72.28,2,90
29,238,0,95.76,0,90
21,262,0,98.12,2,90
5,151,3,82.43,2,90
35,404,2,69.73,1,90
19,168,2,77.02,1,90
4,318,1,65.17,2,90
31,17,0,86.02,0,90
36,30,3,78.73,2,90
3,439,3,80.98,0,90
29,40,0,86.8,0,90
2,409,3,80.02,1,90
31,17,1,79.67,1,90
6,355,1,66.12,0,90
14,351,0,63.8,2,90
34,262,3,76.31,0,90
19,229,2,79.57,2,90
29,418,3,97.55,1,90
10,16,3,99.91,2,90
14,474,1,70.01,2,90
5,376,0,64.38,0,90
19,338,3,92.81,2,90
36,271,1,80.75,1,90
19,351,3,87.69,0,90
28,221,0,75.35,0,90
14,362,3,63.47,0,90
18,75,3,90.2,1,90
28,288,3,69.39,1,90
5,115,2,79.76,1,90
20,42,2,69.14,1,90
12,446,1,98.62,2,90
39,411,3,87.36,1,90
29,176,3,85.11,2,90
29,75,2,70.4,2,90
15,468,1,88.01,2,90
34,490,2,93.23,1,90
18,264,1,88.13,2,90
4,46,2,98.86,0,90
22,499,3,96.04,0,90
30,140,2,67.25,1,90
38,321,3,76.53,0,90
16,391,0,76.12,0,90
36,8,0,86.54,1,90
36,428,3,96.37,0,90
15,421,2,85.83,2,90
39,112,3,71.36,1,90
30,430,3,79.25,1,90
31,477,1,90.88,0,90
14,148,3,73.91,1,90
19,237,0,75.1,0,90
8,467,0,66.49,0,90
9,315,3,91.88,0,90
4,22,2,83.26,2,90
27,463,1,85.93,0,90
4,396,3,89.25,0,90
2,307,0,73.82,1,90
10,500,1,86.47,0,90
1,434,1,96.46,2,90
28,209,3,91.43,1,90
25,310,3,64.41,0,90
24,356,3,64.26,0,90
9,406,0,86.8,2,90
6,378,2,85.85,2,90
40,69,3,68.51,0,90
30,357,2,92.82,2,90
7,48,0,94.24,1,90
34,477,1,82.31,0,90
23,514,3,86.04,2,90
17,36,2,76.19,2,90
25,304,3,91.62,2,90
33,315,3,74.62,0,90
17,455,3,80.7,0,90
7,73,2,94.52,2,90
11,139,1,93.67,0,90
4,514,3,99.0,1,90
35,219,1,90.98,2,90
25,4,3,99.92,1,90
34,96,3,94.85,0,90
9,360,1,61.04,2,90
2,466,3,91.2,1,90
38,52,2,86.19,0,90
2,248,0,80.72,0,90
34,97,1,67.89,2,90
19,457,1,98.36,1,90
20,417,2,98.42,2,90
27,402,2,84.01,0,90
40,388,0,66.11,1,90
34,241,2,97.09,1,90
6,298,2,76.37,2,90
36,226,2,81.39,0,90
4,464,2,85.06,1,90
30,5,1,61.58,1,90
12,229,3,90.22,0,90
19,92,3,98.67,2,90
34,445,2,78.77,2,90
2,204,0,68.07,0,90
6,288,0,85.8,2,90
12,373,0,65.88,0,90
28,367,0,90.24,2,90
17,508,1,60.01,0,90
30,154,2,72.66,2,90
8,19,3,67.93,0,90
23,501,2,66.09,2,90
30,194,2,81.53,1,90
28,287,2,70.95,2,90
27,342,1,73.21,1,90
33,23,2,67.09,2,90
38,42,0,81.87,2,90
36,386,0,60.81,2,90
11,164,3,73.31,2,90
29,279,2,76.2,2,90
4,217,2,77.62,1,90
22,422,0,98.26,0,90
6,91,1,71.9,1,90
18,71,3,60.98,0,90
21,127,0,79.03,1,90
12,199,1,94.37,0,90
11,78,2,71.15,0,90
36,52,2,70.28,1,90
6,433,1,88.16,0,90
4,196,0,98.12,1,90
7,273,1,81.57,0,90
7,267,1,90.46,1,90
12,190,1,80.82,0,90
37,354,2,75.3,1,90
17,344,0,99.56,2,90
2,183,0,61.42,1,90
9,56,2,96.09,1,90
26,67,3,81.65,0,90
22,236,0,70.47,1,90
12,242,1,96.1,2,90
19,34,0,73.78,2,90
15,210,3,99.29,2,90
22,230,3,86.05,2,90
13,137,0,98.61,0,90
29,442,0,85.71,2,90
30,328,2,79.99,0,90
28,72,2,87.96,2,90
29,262,2,62.74,1,90
21,231,1,88.04,1,90
26,282,3,69.28,0,90
4,275,0,72.16,0,90
24,498,2,77.51,2,90
28,294,1,98.24,0,90
20,124,3,80.51,1,90
20,271,0,92.34,1,90
13,447,3,90.94,1,90
37,100,0,97.09,1,90
17,524,3,94.08,1,90
39,416,1,83.41,1,90
38,261,1,91.06,2,90
11,368,2,73.42,1,90
27,360,1,79.69,2,90
24,41,2,83.94,2,90
14,440,3,93.13,1,90
8,136,3,66.64,1,90
3,448,3,84.68,2,90
17,180,2,99.91,0,90
35,385,3,92.43,2,90
2,96,2,66.81,1,90
22,350,2,77.53,1,90
25,32,3,95.84,0,90
40,147,0,70.81,2,90
25,13,1,84.45,2,90
2,164,2,80.37,0,90
3,221,0,99.85,0,90
33,371,3,63.99,1,90
24,487,3,64.42,1,90
4,351,2,95.9,2,90
23,201,2,97.63,2,90
2,3,2,79.24,1,90
7,290,3,87.77,1,90
21,216,0,82.95,1,90
12,159,1,84.46,0,90
9,152,1,69.57,2,90
36,154,3,66.59,1,90
20,56,1,85.55,2,90
3,423,0,70.89,1,90
1,119,1,84.98,0,90
8,53,1,69.39,2,90
38,127,3,93.61,0,90
39,421,3,71.95,1,90
33,278,2,72.04,0,90
25,413,1,95.4,1,90
21,307,1,68.97,1,90
32,9,3,94.11,1,90
38,15,2,61.99,0,90
21,413,3,85.26,1,90
19,275,3,79.93,1,90
7,191,3,91.05,0,90
8,219,2,96.29,2,90
19,462,3,83.68,2,90
8,44,3,69.24,1,90
28,166,1,69.66,0,90
4,87,0,75.12,1,90
18,135,3,68.44,0,90
33,426,1,95.3,2,90
16,367,2,87.8,1,90
25,142,0,73.67,0,90
31,36,1,94.6,0,90
39,351,1,82.96,1,90
23,434,0,75.32,1,90
9,51,3,69.99,0,90
40,134,1,65.5,2,90
1,53,2,96.05,2,90
4,313,2,99.26,1,90
24,168,3,76.21,2,90
32,108,2,94.41,1,90
22,294,1,78.01,1,90
21,81,2,87.24,2,90
12,35,3,63.16,0,90
32,29,2,93.01,0,90
37,263,2,97.02,1,90
11,219,0,79.35,2,90
16,234,0,71.33,2,90
27,522,0,70.58,1,90
7,140,3,97.8,1,90
12,275,3,92.17,2,90
29,405,1,91.86,2,90
28,374,0,94.13,1,90
34,230,3,78.9,2,90
24,149,3,92.46,2,90
19,227,1,94.39,2,90
19,430,0,85.58,2,90
31,527,3,86.63,1,90
33,449,0,90.31,0,90
39,353,3,81.42,0,90
28,35,3,96.28,0,90
7,473,2,73.16,2,90
24,57,3,71.36,2,90
7,400,2,77.96,1,90
40,244,1,69.9,2,90
15,109,0,97.84,0,90
31,210,2,61.78,2,90
17,231,3,94.72,1,90
8,385,2,85.99,0,90
23,162,2,89.16,2,90
6,124,1,88.29,0,90
24,487,3,77.45,0,90
1,250,2,67.58,0,90
9,12,0,91.41,1,90
31,482,3,64.16,2,90
37,56,0,73.58,1,90
25,225,2,98.02,2,90
6,277,2,95.01,0,90
39,373,0,70.88,1,90
32,257,1,79.69,2,90
20,243,2,80.22,1,90
12,464,3,69.04,1,90
20,100,1,79.49,1,90
35,457,1,71.89,2,90
24,210,2,94.91,1,90
40,450,0,62.57,2,90
31,234,3,69.21,1,90
16,415,0,94.27,0,90
38,245,3,62.19,1,90
25,492,3,83.1,2,90
25,357,1,60.54,2,90
24,53,2,61.69,0,90
21,156,2,70.03,1,90
10,289,3,63.07,2,90
3,509,1,66.94,0,90
3,136,0,87.74,1,90
34,278,0,77.28,0,90
10,246,1,78.31,2,90
22,453,0,96.41,2,90
8,174,3,80.08,0,90
32,174,1,63.47,0,90
31,232,3,88.83,2,90
36,457,3,71.06,2,90
36,515,3,93.11,0,90
11,34,1,86.72,2,90
3,11,3,88.95,0,90
29,462,0,70.31,0,90
34,238,0,73.3,1,90
24,432,0,87.61,0,90
3,474,1,78.65,1,90
26,24,2,82.22,0,90
14,141,1,64.53,0,90
12,256,2,71.89,1,90
38,209,0,90.45,0,90
23,293,2,72.0,2,90
39,254,1,71.48,0,90
15,303,0,81.98,0,90
5,153,2,73.84,0,90
29,10,2,99.64,0,90
18,375,3,85.06,1,90
29,47,1,68.68,0,90
32,511,3,61.37,0,90
38,170,0,77.47,1,90
20,465,2,72.41,2,90
28,495,1,68.52,1,90
10,488,0,84.74,0,90
37,340,1,73.07,0,90
33,456,1,90.18,0,90
25,215,3,92.21,0,90
32,291,2,75.5,0,90
35,145,0,91.23,2,90
39,260,0,67.87,1,90
25,115,2,96.56,1,90
21,67,1,93.49,2,90
22,100,1,72.21,1,90
31,30,3,68.66,1,90
3,151,0,66.05,2,90
2,479,1,90.64,1,90
36,323,2,86.44,0,90
40,266,0,79.38,0,90
26,77,2,87.77,0,90
33,132,2,91.72,1,90
5,399,1,60.31,0,90
12,443,2,96.54,2,90
3,349,3,98.6,2,90
34,417,2,66.3,1,90
35,209,2,90.35,0,90
22,61,0,81.23,2,90
31,173,3,98.07,1,90
35,352,1,79.67,1,90
3,151,0,97.01,0,90
14,513,3,64.72,2,90
13,475,2,62.96,1,90
7,489,1,73.03,0,90
20,266,3,78.94,1,90
28,408,3,86.59,0,90
13,118,0,97.93,2,90
12,344,3,79.61,0,90
28,69,0,93.94,1,90
15,300,3,83.33,0,90
26,290,1,61.2,2,90
34,144,1,67.04,1,90
19,210,0,74.72,2,90
33,264,1,74.75,0,90
23,9,1,94.64,0,90
22,385,1,60.92,0,90
21,403,2,85.51,0,90
9,515,1,69.31,0,90
39,350,1,61.94,0,90
5,268,2,94.22,2,90
22,373,2,93.49,2,90
34,172,2,78.9,0,90
10,120,0,61.06,2,90
4,294,0,79.26,1,90
15,40,0,92.25,0,90
5,329,2,82.2,1,90
24,327,0,67.05,1,90
21,334,3,76.88,2,90
8,17,0,70.29,2,90
14,507,3,68.85,1,90
25,512,2,98.61,0,90
7,113,1,63.11,1,90
40,211,3,92.27,0,90
11,377,2,89.68,2,90
5,470,2,74.27,2,90
14,504,1,66.35,1,90
22,33,2,91.61,0,90
21,144,1,70.59,0,90
16,390,2,87.44,0,90
21,164,2,97.89,0,90
22,257,1,62.69,2,90
3,56,2,99.68,0,90
40,443,3,74.93,0,90
15,439,3,93.22,0,90
11,480,3,81.34,2,90
22,144,2,97.81,0,90
37,450,0,80.11,1,90
26,48,2,82.12,2,90
32,339,2,74.64,0,90
22,128,2,79.08,1,90
6,440,3,81.06,0,90
23,130,0,84.59,2,90
27,389,2,77.76,2,90
20,390,0,82.23,0,90
19,288,3,98.96,2,90
24,161,1,96.37,2,90
23,134,2,98.48,0,90
28,76,1,81.17,1,90
6,140,0,95.0,2,90
30,227,2,93.91,1,90
36,87,2,79.3,0,90
4,348,1,65.45,1,90
11,122,1,64.68,2,90
10,226,3,61.97,1,90
14,462,0,77.61,2,90
23,107,1,60.03,0,90
15,466,0,61.14,1,90
1,149,1,72.17,0,90
18,447,2,90.89,2,90
39,293,1,88.37,1,90
16,212,0,99.38,2,90
29,439,0,91.87,2,90
31,153,0,65.64,2,90
3,109,1,65.77,2,90
6,364,0,93.48,2,90
10,203,2,76.21,1,90
37,427,1,74.73,0,90
13,124,0,94.14,2,90
32,430,2,67.21,1,90
7,86,2,96.91,2,90
8,279,0,76.13,0,90
4,289,0,72.57,1,90
25,384,3,95.41,1,90
15,474,0,98.92,1,90
21,184,3,73.12,0,90
12,36,1,73.02,1,90
23,452,0,97.97,2,90
3,68,0,87.87,2,90
19,466,2,86.11,1,90
36,109,0,65.76,0,90
31,508,3,74.95,0,90
12,424,1,75.01,1,90
28,145,2,72.79,1,90
28,374,0,75.62,1,90
3,172,3,82.14,2,90
5,384,2,93.7,2,90
15,514,2,95.43,0,90
34,331,3,71.73,2,90
3,309,1,75.55,2,90
16,82,3,67.89,2,90
26,20,0,84.44,1,90
35,306,3,78.88,1,90
31,99,2,91.11,1,90
29,233,3,75.3,2,90
23,434,3,89.02,0,90
21,129,1,85.46,1,90
26,267,0,98.35,1,90
16,253,1,89.2,2,90
7,323,1,80.43,0,90
30,220,1,75.18,2,90
30,311,1,88.83,1,90
32,105,2,71.1,1,90
10,351,3,91.64,1,90
24,44,1,73.33,1,90
21,298,3,76.58,1,90
26,125,0,81.93,2,90
13,133,0,86.76,1,90
9,167,3,83.62,2,90
37,288,3,97.86,2,90
22,93,1,84.6,1,90
12,451,0,93.29,0,90
40,121,0,80.06,1,90
24,279,2,90.56,2,90
14,479,1,68.57,0,90
26,411,0,76.68,0,90
38,131,0,76.53,0,90
39,393,0,73.64,2,90
39,251,3,69.17,2,90
39,459,3,60.21,1,90
26,509,0,85.05,1,90
17,81,2,96.99,1,90
26,497,3,67.96,1,90
35,498,2,78.78,2,90
22,285,3,90.13,2,90
20,145,2,63.72,1,90
36,366,0,60.29,2,90
17,509,1,65.83,1,90
15,347,1,67.69,2,90
18,122,1,90.36,0,90
21,235,0,91.62,0,90
40,355,3,86.58,0,90
9,45,2,75.93,0,90
27,16,2,93.1,1,90
25,8,1,94.88,0,90
12,513,1,81.84,0,90
30,265,2,82.4,2,90
21,334,2,83.2,2,90
13,2,1,84.78,1,90
9,500,2,61.82,1,90
28,148,0,91.67,2,90
7,202,1,71.71,0,90
7,140,0,87.48,2,90
28,119,0,75.22,2,90
3,82,1,82.05,2,90
22,391,1,79.82,1,90
6,360,1,63.91,0,90
4,325,1,91.6,0,90
40,273,2,92.05,1,90
33,90,1,63.67,1,90
36,339,1,60.05,0,90
26,319,2,65.8,0,90
5,104,2,60.1,1,90
16,134,3,64.37,0,90
36,44,0,66.13,0,90
16,61,2,97.79,0,90
10,520,2,82.9,2,90
14,444,2,83.05,1,90
2,288,0,65.99,0,90
22,344,3,71.11,1,90
13,520,3,60.27,0,90
28,357,3,98.61,2,90
24,11,1,96.23,1,90
21,411,2,90.19,1,90
1,369,3,63.49,2,90
9,329,1,78.74,0,90
14,91,0,65.86,1,90
16,373,2,73.29,1,90
23,2,3,86.83,0,90
5,370,0,63.02,1,90
37,367,3,75.6,1,90
39,79,2,78.7,0,90
11,279,3,98.81,1,90
30,275,0,96.9,1,90
12,347,3,91.99,0,90
21,91,3,83.33,2,90
38,190,3,99.35,0,90
34,56,3,75.45,1,90
4,510,0,61.18,2,90
3,457,1,87.16,1,90
28,276,0,98.87,0,90
28,365,2,89.17,0,90
5,216,1,85.56,1,90
24,397,2,78.58,0,90
20,350,2,73.23,2,90
5,90,3,61.42,0,90
29,302,0,90.2,1,90
12,145,3,68.6,2,90
11,312,3,74.65,0,90
35,190,0,88.95,0,90
13,243,3,92.14,0,90
28,46,2,74.4,2,90
19,403,0,95.45,0,90
21,287,3,87.66,1,90
24,346,1,86.76,0,90
21,16,3,75.06,0,90
35,242,3,66.44,1,90
40,316,0,76.83,1,90
3,177,2,90.82,1,90
35,366,1,91.35,0,90
8,239,2,82.09,2,90
39,132,1,81.89,2,90
27,356,1,64.25,2,90
22,458,2,65.75,0,90
18,428,1,89.08,2,90
21,139,2,75.47,0,90
17,221,3,95.88,0,90
2,337,0,94.23,2,90
22,88,1,98.02,0,90
2,171,3,66.01,1,90
16,145,2,71.15,0,90
1,445,3,85.3,2,90
5,4,1,80.14,1,90
40,277,2,84.49,2,90
15,38,3,96.12,1,90
30,191,3,63.87,1,90
17,56,0,60.86,1,90
24,375,3,98.38,2,90
9,8,2,80.27,1,90
39,6,3,71.26,1,90
20,97,0,76.64,0,90
9,370,0,61.53,1,90
32,303,3,71.1,0,90
11,129,2,81.16,0,90
14,159,2,91.72,0,90
24,426,2,87.93,1,90
7,330,2,78.25,2,90
29,198,1,67.18,2,90
40,221,1,90.3,2,90
11,376,3,82.41,2,90
40,59,3,64.41,1,90
15,222,3,90.9,0,90
4,138,1,95.99,1,90
19,516,0,97.18,2,90
24,71,2,68.44,2,90
37,512,1,95.96,2,90
30,115,0,99.81,0,90
15,462,1,79.38,2,90
1,516,0,82.43,2,90
31,33,0,94.33,2,90
24,40,2,68.31,0,90
28,132,0,94.79,0,90
30,71,0,68.8,0,90
20,105,0,97.17,1,90
18,298,3,60.83,0,90
38,465,0,69.2,1,90
31,520,0,86.09,1,90
27,508,0,89.6,1,90
6,358,1,92.96,1,90
38,91,3,74.52,2,90
13,501,0,66.71,0,90
36,137,2,70.92,1,90
11,138,2,92.87,0,90
8,498,0,81.27,2,90
22,200,3,99.54,0,90
27,170,2,71.04,1,90
39,411,2,62.89,2,90
40,358,3,91.04,2,90
32,115,2,79.45,1,90
29,38,3,83.3,1,90
39,16,3,91.07,0,90
11,361,2,61.13,2,90
10,68,1,70.92,2,90
31,479,3,70.87,2,90
11,213,0,72.5,2,90
4,303,2,98.31,0,90
36,349,1,93.54,0,90
19,96,1,60.98,1,90
29,223,3,64.43,2,90
16,202,3,89.54,2,90
7,381,1,60.19,0,90
24,175,0,85.87,1,90
14,79,1,96.79,2,90
40,246,0,86.14,0,90
